[88, 84, 85, 88, 87, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 88]
[88, 88, 88, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88]
[88, 87, 88, 88, 88, 88, 87, 88, 88, 88, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 88, 87, 88, 88, 88, 88, 87, 88, 88, 88, 88, 87, 88]
[88, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88]
[88, 87, 88, 88, 88, 88, 87, 88, 88, 88, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 87, 88, 88, 88, 88]
[88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 88, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 88, 88, 88, 88, 88]
[88, 84, 85, 88, 88, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88]
[88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 88, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88]
[85, 88, 87, 88, 88, 88, 88, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88]
[88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 88, 88, 88, 87, 88, 84, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 88, 88, 88, 87, 88, 84, 87, 88, 84, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 88, 88, 88, 88, 87, 88]
[88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 77, 88, 79, 88, 87, 88, 85, 88, 84, 85, 88, 87, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88]
[88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85]
[88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88]
[88, 77, 88, 79, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87, 88, 88, 88, 88, 84, 85, 88, 87, 88, 88, 87, 88, 87, 88, 84, 85, 88, 88, 87, 88, 84, 85, 88, 87, 88, 88, 77, 88, 79, 88, 87, 88, 87, 88, 84, 85, 88, 87]
